,ID,Query,Answer
412,601,インド映画の特徴が知りたい。,インド映画の特徴は、3時間前後の大作で、わかりやすいストーリーの娯楽作となっています。ストーリーの途中で場面ががらりと変わり、原色の豪華な衣装、大人数のダンサーによるミュージカルシーンなどあります。インドの娯楽映画はアクション・メロドラマ・コメディ・歌・ダンスなど娯楽作品としての要素を雑多に含んでおり、これらは日本で「マサラムービー」と呼ばれていたことがあります。
413,602,緊急事態宣言はどのような状況で発令されるのか。,緊急事態宣言は、非常事態宣言ともいいます。国・地方政府などが、自然災害、感染症のパンデミック、原子力事故などの災害や、戦争、テロ、内乱、騒乱など、健康・生命・財産・環境などに危険が差し迫っている状況で、発令します。日本では、警察法に基づく緊急事態の布告、災害対策基本法に基づく災害緊急事態の布告、新型インフルエンザ等対策特別措置法に基づく新型インフルエンザ等緊急事態宣言などがあり、いずれも内閣総理大臣が発令します。
414,603,野球のルールを詳しく教えてくれない？,"野球のルールは、公認野球規則から確認できます。公認野球規則とは、日本において野球の公式ルールを定めた文書であり、内容は基本的にアメリカにおけるプロ野球ルールである ""Official Baseball Rules"" を翻訳したものに、日本独自の注釈や軟式野球に関する付記を行ったものです。公認野球規則は、長く関係者のみに配布される非売品でしたが、2006年より一般向けに1冊1000円（税別）で市販されています。"
415,606,指パッチンができるようになるには？,指パッチンは、指を鳴らす動作のことをいい、フィンガースナップや指鳴らしともいいます。指パッチンは、親指との間に張力をかけた中指や薬指を、手のひら（親指の付け根の部分）に勢いよく打ち当てます。そうすると、「パチン」という破裂音を立てることができ、この音は、手を叩いて音を出す原理とほぼ同じで、空気を弾くことで鳴る音です。
416,607,羽生結弦選手の離婚の原因はなに？,羽生選手は、2023年8月4日、自身の公式SNSで発表した結婚について、同年11月17日、同じく自身の公式SNSで離婚を発表しましたが、離婚の理由としては、誹謗中傷やストーカー行為、許可のない取材や報道によって、羽生選手自身と配偶者を守れないからとしました。
417,609,ワインソムリエの資格習得方法は？,日本では、民間資格として、日本ソムリエ協会（JSA）が認定する「ソムリエ」と、全日本ソムリエ連盟（ANSA）が認定する「ソムリエ」があります。JSA認定の資格は、酒類・飲料を提供する飲食サービスなどの職務を通算3年以上、第一次試験日においても従事している人が、試験に合格することによって与えられます。ANSA認定の資格では、飲食店での実務経験は要求されませんが、受験にはANSAの上部団体である料飲専門家団体連合会（FBO）の会員に入会した上で所定の講習を受講する必要があります。
418,610,日本で弁護士になるために必要な資格は?,弁護士資格は、法科大学院課程を修了または司法試験予備試験に合格した後、法務省司法試験委員会が行う司法試験に合格し、司法研修所へ入所して司法修習を修了し、日本弁護士連合会に登録することによって取得できます。最高裁判所裁判官の職にあった者は弁護士資格があります。他に、司法試験合格後、国会議員、内閣法制局参事官や、学部、専攻科、大学院に所属する法律学の教授、准教授の職を通算5年以上経験した者などには、日本弁護士連合会の研修修了後、法務大臣がその修了を認定した場合に、弁護士資格が与えられます。
419,612,アインシュタインの脳みそはどうやって保管されたの？,アインシュタインの遺体の検死を行った解剖学者トマス・シュトルツ・ハーヴェイが、脳だけを持ち帰り、40年間も手元に置いていました。ハーヴェイは、脳の内頸動脈から50%のホルマリンを注入し、その脳を10%のホルマリンに浸し、その後、脳を約240個の1立方センチメートルの切片にし、さらにスライスした切片をスライドに貼り付け染色しました。ハーヴェイは、１セット当たり数百枚の切片からなる12セットのスライド作成し、そのうち、自分の研究用に2セットを残し、残りは当時の主要な病理学者に配布しました。
420,614,宮崎県の放送局が2局しかない理由はなんすか？,1990年に民放第3局の割り当て（宮崎21ch）がなされ、日本テレビは放送局設置計画を掲げていましたが、バブル景気崩壊後の不況による影響等からキー局としての宮崎への進出を断念しました。後にテレビ朝日をキー局とする案も出されましたがテレビ朝日側は難色を示したため、第3局の設置構想は暗礁に乗り上げ、2000年9月6日には電波割り当てが取り消されました。なお、県としては、放送局などの民間企業の意向に一任し、行政主体で第3局の開局を推進することは困難であるという立場を取っています。
421,615,2次創作はどこまで許される？,著作権者の許諾を得ず、二次創作を行った場合、複製権、翻案権、同一性保持権に対する著作権侵害となる可能性があります。著作権者の許諾があれば、許諾の範囲内で二次創作を行う限りにおいて著作権侵害となることはありません。また、公式サイトなどで二次創作を認めるガイドラインの提示を行っている法人や個人の著作権者もおり、ガイドラインに従って権利者に認められた範囲内で利用する場合は侵害にはなりません。個々に許諾申請を求める者もおり、許諾の条件として金銭を求める場合もあります。
422,616,ハリーポッターの原作者は女性ですか？,ハリー・ポッターの原作者は、J・K・ローリングです。J・K・ローリングは、ジョアン・ローリングのペンネームです。J・K・ローリングというペンネームは、ハリー・ポッターを出版する際、本のターゲットとなる男の子が女性作家の作品だと知りたくないだろうと心配した出版社が、イニシャルを用いるように求めたためにつけられたものです。彼女はミドルネームを持っていなかったため、祖母のキャスリーン（Kathleen）にちなみ、ペンネームをJ・K・ローリングとしました。
423,617,薔薇にはなぜ棘がある？,表面から突き出した棘は、一般的にその体を保護するためにあり、捕食者がその体に触れにくくなったり、あるいは食べようとすると口に引っかかって食べにくくなったりすると考えられます。さらに積極的な撃退の役割を担うために、有毒な棘が深く突き刺さるようになっていたり、脱落しやすくなっていたり、引っかかることを目的としている例もあります。つるになっているバラの棘はこの両方の役割を持つと考えられています。
424,621,ラーメン二郎の二郎とはなに？,ラーメン二郎は1968年、『ラーメン次郎』の名前で開店し、開店前年の1967年1月にエースコックから発売されて人気となっていたインスタントラーメン『ラーメン太郎』を捩ったものとされています。移転の際、ペンキ屋が新店舗の看板の「次郎」とすべきところを間違えて「二郎」と書いてしまったことから、以降はそのまま「ラーメン二郎」表記で通しています。2003年には「ラーメン二郎」の名称が商標登録され、権利者は「山田拓美」、区分は「ラーメンを主とする飲食物の提供」で、2003年（平成15年）3月14日に登録されました。
425,622,ビタミンcのcとはなんですか？,"ビタミンは1920年ジャック・セシル・ドラモンドが抽出に成功した柑橘系果物の中の壊血病を予防する成分で、これらの成分が明らかにアミン (amine) の化合物ではなかったため、ドラモンドは既に日常的に使用されていた「生存に不可欠な微量成分」＝「ビタミン (vitamine)」の名称を、発音はそのままに若干スペルを変更すること (vitamin) を提案し、この壊血病を予防する成分を「ビタミンC」と命名しました。以降綴りは定着していき、生命に必要な成分が見つかるたび、適切な名前を付けるまでの仮称として、D, E, F, … と順に名付けられました。"
426,623,学生がクレジットカードを作るにはどうした方がいいですか？,クレジットカードを作るには、申込を行った後に、申込者の属性（職業や年収、信用情報等）を基に審査が行われますが、一般に、本人か配偶者に安定した継続収入があることが条件のため、無職が審査に通るのは難しいといわれています。入会には、個人情報の提供が必要で、年金受給者は勤め先等の記入は必要ないが、勤労者はその社名や店名、所在地、電話番号、勤続年数、年収の記入がないと、審査ができないため原則として入会できません。18歳以上の学生（高校生、予備校生を除く大学生や専門学校生、大学院生）向けに発行される学生カードがありますが、ほとんどの場合、申込書に学生証のコピーの添付が必要です。
427,624,どうして風邪薬は作るのが難しいの？,風邪は直接的な治療法が存在せず、罹患期間を短縮させる方法もなく、病原がウイルスで細菌の二次感染が無い場合は、抗生物質や総合感冒薬の使用は支持されません。他にも風邪となる病原は非常に多く、あらゆるウイルス、マイコプラズマ、クラミジア、細菌が風邪の原因となり、その数は200種類以上といわれ、ライノウイルスを例に挙げると数百種類の型が存在するためワクチンを作ることは事実上不可能であり、どのウイルスまたは細菌が原因なのか診断するのも困難です。
428,625,海外で蛸が恐れられているのはなにか理由があるのですか？,地中海沿岸諸国では古来、タコは食用であり身近な存在でしたが、しかしヨーロッパ中北部では「悪魔の魚」とも呼ばれ、タコは潜水夫を丸飲みにするともいわれて忌み嫌われ、イラストに描かれる際も足を強調してグロテスクに描かれ、紫色に塗られることが多いです。ヨーロッパやアフリカにおいては、タコやイカを嫌う地域が多く、大ダコや大イカなどの巨大な頭足類は古くから一般的な怪物・怪獣として扱われており、クラーケンなどもその1つです。
429,626,なぜ、海外と日本でマンションの意味が違う?,マンションとは、日本語ではアパートよりも大型の共同住宅（集合住宅）を表す一般名詞として使われていますが、語源である英語圏ではコンドミニアムなどの意味で用いられ、共同住宅の意味はほとんどありません。昭和30年代初めに高級路線の集合住宅を、高級感をイメージさせるために日本のデベロッパーが「マンション」と銘打って売り出したことが由来で、その後「マンション」という呼び名は定着しましたが、英語では、Mansionは主に豪邸を示す言葉で、イギリスではより限定的にMansion Houseとは市長公邸、Mansion blockは高級なアパートを指します。
430,627,牡蠣の食あたりになりたくないんだけど、どうしたらいいすか？,カキは「あたる」食品（食材）として知られており、食中毒が注目されるのは非加熱状態で食べられる機会が多いことと関係し、カキの調理方法や食べ方は生食のケースが多いため、十分注意する必要があります。現代において、食中毒症状を引き起こす原因としては貝毒、細菌（腸炎ビブリオ、大腸菌など）とウイルス（特にノロウイルス）がよく知られていますが、どの原因も生育環境（海水）に由来するもので、食中毒の予防、回避のために留意すべきことは、十分に加熱することです。
431,629,女性天皇が誕生しないのには、訳があるの？,古来、皇位の継承は男系（初代神武天皇と皇位継承者の血筋が、父方を通してつながっていること）に限定しており、現に皇位にある者と神武天皇を結ぶ男系の血統を特に皇統と呼ぶため、皇位を継ぐ皇統や時の皇統が途絶した際、皇位を傍系から継承する資格を保有した皇族の立場は、男性間での世襲により継承されることが原則です。情勢に応じて女性皇族が皇位を継承する場合がありますが、一時的に皇位を預かるもので、中長期的な視点では中継ぎ的存在であると主張する意見もあります。近代の明治時代以降は、旧皇室典範、現行の皇室典範の制定により、女性天皇の即位は想定されなくなりました。
432,630,ゴリラの血液型は答えられますか？,ゴリラは血液型を有しますが、これはABO式血液型などのヒトの血液型と比較できるものではありません。
433,632,火星に住むことはできますか？,火星は、過去の居住性などの調査が行われています。生理学的に見れば、火星の薄い大気は真空同然で、宇宙服などで保護されていない生身の人間であれば火星の表面ではわずか20秒で失神状態に陥り、1分たりとも生存できないと考えられています。将来的には火星の環境を居住可能なように改造することが出来るようになるのではないかと予測されていますが、火星環境の地球化が本当に実現可能かどうかは、火星の脱出速度が小さいため居住可能な大気を維持し続けるのは困難、倫理上の問題なども指摘されており、現時点では何ともいえません。
434,633,アーティストのオーイシマサヨシのデビューした年を教えてください。,オーイシマサヨシは大学在学中の1999年に川原洋二・沖裕志とSound Scheduleを結成し、2001年9月にメジャーデビューしましたが、2006年10月にバンドは解散しました。2008年6月25日に1stシングル『ほのかてらす』をリリースし、「大石昌良」名義でソロデビューしました。2014年6月にはアニメ・ゲームコンテンツ向けの名義「オーイシマサヨシ」を立ち上げ、8月に『君じゃなきゃダメみたい』でデビューしています。
435,636,2023年に熊が人の住んでいる地域に多くみられるのは、木の実の獲れる量が減ったから？,近年でのクマの異常出没の原因・要因として、短期的（直接・至近）要因では、堅果類（ドングリ）の大凶作、同じくドングリを実らせるナラ枯れ等によるナラ枯損面積の拡大が挙げられ、また長期的背景としては、生息数の回復・増加、奥山林の変化、拡大造林地の成熟と生息地シフト、里山地域の放棄と生息変化、餌などの誘引要因の増加（カキなど放置果樹、果樹の大量放棄、残飯・ゴミ）、ハンターの減少、人を恐れなくなった「新世代グマ」の登場などが挙げられます。
436,637,体温計の温度をあげたいんですが、なにか良い回答はある？,恒温動物は食物を体内で化学分解することにより発生する熱が体温の源となっていて、これにより発生した熱によって暖められた血液等の体液が血管などを通じて全身に循環することで生物は熱を持ちます。生物が体温を生産することを熱産生と呼び、 食後の代謝による食事誘発性熱産生、運動による運動性活動熱産生、 生きている状態を維持するための非運動性活動熱産生に分類されます。また、人間特有の体温調節の補助行動として被服の着脱（被服行動）などがあり、着用による保温性の向上などがあります。
437,638,聖者とお坊さん、この違いを述べてください,日本語では元来は儒教の聖人のことであり、次に仏教での聖人（上人［しょうにん］、聖［ひじり］）のことで、世界の多くの宗教で同じような概念があります。仏教での聖者とは、煩悩を捨てて、四諦、十二縁起などの正しい理法を証得した者を指します。お坊さんとは僧のことであり、サンガを音写した「僧伽」の略で、仏教の戒律を守る男女の出家修行者の集団、仏教の三宝の一つのことで、在家信者を含めた教団は僧と呼ばず、出家者が四人以上集まって僧となります。本来は尊称である「坊さん」「お坊さん」ですが、始めは僧房の主、つまり一坊の主としての住持や住職のみを指しており、中世以来次第に住職以外の一般の僧の総称となりました。
438,639,売掛の意味を詳しく教えてください,売掛とは、簿記・会計または商業における経済用語、資産に属する勘定科目です。代金はあとで受け取ることを前提に商品を売ることで、「売掛」または「かけうり」ともよび、代金のことを指して「掛金」と使われることもあります。なお、未回収の売掛金のことを未収金または未収と呼び、掛金の徴収が滞るまたは困難になると貸倒に変化し、全額回収できなかった場合、残りの貸倒は回収不能となり、貸倒償却、別の言い方で不良債権となり、その後は損金として処理されます。
439,640,人間の双子の割合についてお聞かせください,双生児の出生頻度は人種により違いがありますが、白人種は1/80から1/120、黒人種では1/50以上といわれ、日本ではかつては1/150から1/160の低い水準で安定していましたが、1987年以降は双生児の出生頻度に大きな変動が続いており、双生児出生率の人種間の差や近年の日本の双生児出生頻度の変動は主として二卵性双生児の出生頻度によるもので、一卵性双生児の出生率は地域・民族・時代に関わりなく一律0.4%となります。
440,641,心臓移植のリスクを挙げてください,心臓移植の予後を最も左右するのは早期死亡であり、原因としては移植心機能不全、急性拒絶反応、および感染症がそれぞれ30%程度です。移植後は免疫抑制剤を服用するために感染症に罹患しやすいですが、耐性菌増加に繋がる広域スペクトラムの抗生剤を無闇に使用することは控えるべきです。一般開心術と同様に第1・第2世代の抗生剤にグロブリン製剤を併用します。また移植後3～6ヶ月目までは、アシクロビルとST合剤を服用します。退院後も日和見感染症に罹患しやすいので、定期的なモニタリングと患者自身が感染症の知識を十分に持つことが重要です。
441,642,コロナウイルスを回避する術を教えろ,COVID-19ワクチンがオミクロン変異株からどの程度保護できるかを調べたデータによりますと、3回目のブースターショットを受けた人の場合、重篤な症状、入院、死亡の可能性が大幅に減少することを示す証拠も得られています。大規模なプラセボ対照試験では、2回のワクチン投与により、COVID-19の予防に94%から95%有効であることが示されています。感染源となりうる飛沫やエアロゾルが屋内に滞留することを防ぐため、専門家は換気の徹底を推奨しています。
442,643,映画のタイタニックの結末ってどんな内容だっけ？,映画タイタニックの結末では、タイタニックの沈没が確定的となり、乗客たちは大パニックに陥ります。船尾の端に逃げ延びていたジャックとローズは手すりに捕まり、沈んでいくタイタニックと共に海中へ落ちていきます。何とか海面に浮上した2人でしたが、救命ボートの姿は見えませんでした。ローズを壊れたドア枠の上に乗せ、自分はそれに掴まり極寒の海中に浸かっていたジャックは、海水に体力を奪われて力尽きてしまいます。助けられたローズは、「ローズ・ドーソン」とジャックの姓を名乗り、ジャックの名前と共に生きてきたことを明かします。
443,644,甘くて、美味しい、りんごの見分け方を教えてください。,完熟したリンゴの断面中央の種子のまわりに現れる琥珀色の部分はソルビトールという物質で、俗にリンゴの「蜜」とよばれています。蜜の部分は甘くないですが、蜜入りリンゴは完熟しているため、全体が甘く感じます。リンゴの品種によって蜜の入り方に違いが見られ、「サンふじ」や「スターキング」は蜜が入りやすく、「ゴールデンデリシャス」や「つがる」は蜜が入りにくいです。
444,647,なぜ、北半球の台風は、左回りなのか？,台風が北半球で反時計回りの渦を巻くのは、風が低気圧中心に向かって進む際にコリオリの力を受け、進行方向に対し中心から右にずれた地点に到達するためです。地球は東向きに自転しています。そのため、低緯度の地点から高緯度の地点に向かって運動している物体には東向き、逆に高緯度の地点から低緯度の地点に向かって運動している物体には西向きの力が働きます。北半球では右向き、南半球では左向きの力が働きます。
445,648,なぜ、日本は、四季があるのか？,日本の気象庁は、季節を表わす用語として、春は3〜5月、夏は6〜8月、秋は9〜11月、冬は12〜2月と公式に定められて、マスコミで報道される天気予報などでも、ほとんどの場合この気象庁の定義が用いられています。また、風習的あるいは便宜的にもそう定義されている感が強いです。温帯では年間の気温の変化による季節の変化が比較的明瞭で春・夏・秋・冬の4つに分けられます。地球の自転軸が公転面に対して傾いているため、時期によって日照時間が変化します。昼が長い時期が夏、夜が長い時期が冬です。
446,650,紅葉はなぜ起きるのか？,落葉樹の葉では、秋になり日照時間が短くなるとクロロフィルが分解されます。これは植物学的には葉の老化反応の過程と見なされ、気象条件が光合成に適さない冬を迎える前に起こります。この過程では光合成の装置などが分解され、葉に蓄えられた栄養も合わせて幹へと回収されます。この過程中に生じる働きが紅葉を生む原因となります。
447,651,ドリップコーヒーを淹れる時、どんな淹れ方をしたらいいですか？,"ドリップコーヒーを淹れる時は、ドリッパーにフィルタをセットし、粉を入れ適量の湯を注ぎ、30秒程度蒸らした後に抽出を開始します。ドリッパーの湯が完全に切れる前に外すと雑味が抑えられたコーヒーとなります。
手順さえ守れば誰でも一定水準のコーヒーが淹れられるのがこの方式の最大の利点です。お湯の温度を上げることで苦味が、温度を下げることで甘みが増えるなど、風味を調節できます。またフィルタの匂いや成分が混ざること、油分が紙に吸われるためアロマが弱くなることがありますが、いずれも抽出前にペーパーを湯通しすることで軽減できます。"
448,653,国際宇宙ステーションは、地上どのくらい高さを飛行してますか？,国際宇宙ステーションは2013年8月時点で地上から、413 km～418 kmの高さを飛行しています。国際宇宙ステーションは、低軌道にあるモジュール式の宇宙ステーションで、NASA（米国）、ロスコスモス（ロシア）、JAXA（日本）、ESA（ヨーロッパ）、CSA（カナダ）の5つの宇宙機関が参加する多国籍共同プロジェクトです。
449,654,白アスパラガスの栄養成分は？,ホワイトアスパラガスの栄養成分は、炭水化物、脂肪、タンパク質、ビタミン、ミネラルです。ホワイトアスパラガスは、グリーンアスパラガスと比べるとミネラル類は同じ程度含まれますが、日光を浴びることで生成されるビタミン類はグリーンアスパラガスよりも少なく栄養価が落ちます。また、ホワイトアスパラガスは口当たりがやさしく、やわらかい食感を持っていますが、食物繊維はグリーンアスパラガスとほぼ同じです。
450,656,国際宇宙ステーションで一番長く、いた、日本人宇宙飛行士は誰ですか？,国際宇宙ステーションで連続して一番長くいた日本人宇宙飛行士は星出彰彦さんで、滞在日数は199日です。2021年4月23日、スペースX社の民間宇宙船「クルードラゴン」に乗って、日本時間の23日午後6時49分にアメリカ・フロリダ州のケネディ宇宙センターから打ち上げられ、軌道投入が完了し、打ち上げは成功ました。その後、2021年11月9日にスペースX Crew-2で帰還しました。
451,657,リチウムイオン電池を作る方法は？,リチウムイオン電池を作る際の代表的な構成としては、負極に炭素、正極にコバルト酸リチウムなどのリチウム遷移金属酸化物、電解質に炭酸エチレンや炭酸ジエチルなどの有機溶媒、ヘキサフルオロリン酸リチウムといったリチウム塩を使います。しかし一般には、負極、正極、電解質それぞれの材料は、リチウムイオンを移動し、かつ電荷の授受により充放電可能であればよいので、非常に多くの構成をとりえます。
452,659,卓球外交て何？,卓球外交とは、1971年に日本の愛知県名古屋市で行われた第31回世界卓球選手権に、中華人民共和国が6年ぶりに出場し、大会終了後に中国がアメリカ合衆国など欧米の卓球選手を自国に招待したことを嚆矢とする米中間を中心とした一連の外交をいいます。これにより朝鮮戦争での交戦以来敵対してきた米中関係の緊張緩和が実現、同年7月にヘンリー・キッシンジャー大統領補佐官が極秘に訪中、1972年2月には、リチャード・ニクソン大統領の訪中につながりました。また日中国交正常化にもつながりました。卓球外交の舞台となった名古屋市には、2005年9月末、中国領事館が開設されました。
453,660,アルカリ乾電池は何で（成分）できているのですか？,アルカリ乾電池は、主に一次電池として使われている乾電池の一種です。正極に二酸化マンガンと黒鉛の粉末、負極に亜鉛、電解液に水酸化カリウムなどが用いられています。アルカリ乾電池は電解液が水溶液であるため、使用時でなくても亜鉛の自己放電と水素発生反応が同時に進行しています。円筒形（単1形 - 単6形）、積層（9V、3LR12、4LR25、23A、4LR44など）、ボタン電池など、各種の形状やサイズの製品が生産されています。
454,661,電車はなぜ脱線するの？,脱線の要因は軌道、車両、運転上の取り扱い、積荷などに何らかの欠陥・問題があることで生ずるのが一般的です。脱線の種類は乗り上がり脱線、すべり上がり脱線、とび上がり脱線などがあります。乗り上がり脱線とは車輪とレールとの間の横圧に対する摩擦係数が大きく、垂直力＝輪重に比べて車輪を横に押し出す力が過大であるときに、フランジがレール上に登り上がることです。すべり上がり脱線とは車輪とレール踏面やフランジとの間の摩擦係数が小さく、横圧によりフランジがレール上にすべり上がることです。とび上がり脱線とは衝撃的な垂直力の減少や横方向の力の増加により、車輪がレール上にとび上がり、またはレールをとびこえることです。
455,664,なぜ、熱気球は浮かぶの？,熱気球とは、気球の一種で、気密性の袋の中に下方から熱した空気を送りこみ、その浮力で浮揚して飛行するものです。熱気球は、球皮と呼ばれる袋の中の空気を下部に取り付けたバーナー等で熱し、外気と比べて比重が軽くなることで生じる浮力で浮揚します。バーナーの火力の調整による上昇・下降のみが可能であり、水平方向の移動は基本的には「風まかせ」です。
456,666,ヘリコプターは、なぜ、機体が回転しないのですか？,ヘリコプターはローターが回転し、揚力を生み出すことで浮遊しますが、機体側がローターを回転させることの反作用として、ローターが機体を逆方向に回転させようとするモーメントが生じ、これは「反トルク」、カウンタートルク、トルク効果などと呼ばれます。このとき「メインローターが1つのシングルローター機」では2つのメインローターを持つ機体のように互いのトルクを相殺する手法が使えないため、回転翼の駆動に伴う反作用〔反トルク〕を打ち消すため、尾部に備えたローター（テールローター）により横向きの推力を生み出し、その推力によるモーメントで打ち消します。
457,667,飛行機は、なぜ、飛べるのか？,飛行機とは、空中を飛行する機械である航空機のうち、前方への 推力を得て加速前進し、かつ、その前進移動と主翼によって発生する揚力で滑空および浮上するものを言います。飛行機は、ジェットエンジンやプロペラ等を用いて前進することで、その翼に対して「対気速度」を得て、それにより自身の重量より大きな揚力を得ることで上昇します。水平飛行の時は飛行機の重さと揚力が釣り合っている場合で、飛行機を支える揚力というのは、空気の流れの力の一種です。
458,668,ゆず胡椒の作り方,柚子胡椒は、唐辛子とユズとを原料とする調味料の一種です。唐辛子を粗刻みにし、ユズの果皮と塩を入れて磨り潰し、熟成させたものです。以下は製造例の一例で、青い柚子の皮を薄くむき、細かくみじん切りにし、種を取り除いた青唐辛子を、細かくみじん切りにしたあと、すり鉢で、みじん切りにした青唐辛子と柚子の皮をすりつぶします。完全にすりつぶさないことで風味を活かしつつ、塩を加え、味を調え、また、柚子の実の部分を搾った果汁を適量加えて、消毒済みのビンや密閉容器などに移して完成です。
459,669,太陽電池の寿命はどのくらい,太陽電池の寿命は、大部分の製品が稼働できると推測される「期待寿命」とメーカーが性能を保証する「保証期間」がありますが、メーカーの製造ミスで早期出力低下などトラブルが起こることもあり、通常の経年劣化による出力低下は20年で1割未満とされています。ソーラーパネルは税制面において、法定耐用年数が17年と定められていますが、産業用として設置されたものについては、形態によっては製造設備の一部とみなされるため、設備としての耐用年数（3∼17年）が適用されます。屋外用大型モジュールの期待寿命は、過去の製品の結果から20-30年以上とされていますが、期待寿命は明確に定められておらず、統一基準もありません。
460,670,ロケットの液体燃料の成分を教えて,液体燃料ロケットは、液体の燃料と酸化剤をタンクに貯蔵し、それをエンジンの燃焼室で適宜混合して燃焼させ推力を発生させるロケットです。燃料である液体水素、 エタノール水溶液、ケロシン、ヒドラジン、モノメチルヒドラジン 、非対称ジメチルヒドラジン、エアロジン-50と酸化剤である液体酸素、過酸化水素、硝酸、発煙硝酸、四酸化二窒素、赤煙硝酸、これらの燃料と酸化剤とを適宜組み合わせて使用します。
461,671,毎月22日は、ショートケーキの日は、何で？,近年、日本の菓子業界の一部において、毎月22日を「ショートケーキの日」として宣伝していることがあります。2007年に仙台市の洋菓子店「カウベル」が発案したものが広まったというのが通説で、一般的な7日を1列に配置しているカレンダーにおいては、22日の真上に15日が位置しており、日本において一般的なショートケーキのイメージである「イチゴ（=15の語呂合わせ）が上に乗っている」との連想からであるといわれています。
462,672,12月旗日がなくなったのは何年から,旗日とは国民の祝日の事で、祝日に国旗を掲出・掲揚する個人宅、企業、公共の施設・交通機関もあり、このため法律用語ではないですが、長きにわたって慣習に馴染みのある国民は、祝日を旧称の「旗日」と称す場合があります。12月にあった祝日は12月23日の天皇誕生日です。平成時代の天皇を務めた明仁の誕生日の12月23日は、退位により2019年からは平日になりました。
463,673,ワインの保存仕方を教えて,ワインは変化を受けやすい酒であり、保存の際には光、振動、温度、湿度などに気を使う必要があり、保存には「暗く」「振動がなく」「常に12 - 14℃くらいの温度で」「適度な湿度がある」環境に「寝かせて」保存するのがよいとされています。光・振動はともにワインの変化を促進し、温度については高温であると酸化が進み、逆に低温であると熟成が進みません。湿度が少ないとコルクが収縮して中に空気が入ってしまうため、寝かせるのもコルクに適度な湿り気を与えるように、つまりスクリューキャップであれば関係ないといわれています。
464,675,曇は、どうして浮かんでいるの？,雲は空気中の水蒸気と、それが凝結（凝縮ともいう）されて液体（水）になるか、凍結（凝固）または昇華されて固体（氷）になったものです。1つ1つの雲粒（水滴や氷晶）の大きさは、半径にして0.001mm - 0.01mm（1μm - 10μm）程度のものが多くを占め、このサイズでは落下速度は約1cm/秒ですが、大気中ではこれを上回る上昇気流がありふれて存在するので落下することはほとんどなく、いわば「空に浮かんだ」状態となります。
465,678,脱炭素について詳しく教えて,脱炭素は、気候変動問題の被害を最小限に食い止めるため、温室効果ガスの大気への排出量を実質ゼロにすることです。従来よりCO2排出量が低い低炭素社会ではなく、実質ゼロを目指した脱炭素社会やゼロカーボンシティを目指す動きも出てきています。脱炭素社会はカーボンニュートラルを実現した社会のことです。カーボンニュートラルとは、二酸化炭素など温室効果ガスの排出量と吸収量を均衡させ、その排出量を「実質ゼロ」に抑える、という概念です。
466,681,オイルショックの時、なる前と後で変わったことはありますか。,オイル・ショックとは、1970年代に2度発生した、原油の供給逼迫および原油価格の高騰に伴い、世界経済全体がきたした大きな混乱の総称です。第四次中東戦争を機に1973年～1977年3月まで続いた第1次オイルショック後には、重油を莫大に使う石油火力発電所が見直され、石油備蓄設備建設や、原子力発電所整備が促されました。イラン革命を機に1978年から1983年3月まで続いた第2次オイルショック後には北海油田などが積極的に開発運営され、原子力や風力、太陽光など非石油エネルギーの活用の模索、また省エネルギー技術の研究開発への促進などが行われるようになりました。
467,684,国際自動車ショーは、どのくらいのメーカーが出てくるのですか？,自動車ショーはモーターショーとも呼ばれ、世界5大モーターショーとして東京モーターショー 、ドイツのフランクフルトモーターショー、アメリカの北米国際オートショー、スイスのサロン・アンテルナショナル・ド・ロト 、フランスのモンディアル・ド・ロトモビルが挙げられます。東京モーターショーは、2019年に約200社が出展しています。フランクフルトモーターショーは、2019年に800社、2022年に744社が出展しています。また、モンディアル・ド・ロトモビルは、2022年に180社弱が出展しています。
468,685,特殊メイク及びメイクアップ技術とは、どういう方法なのでしょうか,特殊メイクとは、映画やテレビドラマのSFXの1つで、主に俳優の顔に色々な人工物を付けて別の顔に作り上げる技術のことです。具体的には、怪我をしている皮膚や、狼男やフランケンシュタインのような怪物の顔・体の表現などに用いられます。最もポピュラーな技法として『アプライエンス（装具）メイク』という物があり、シリコンやゼラチンなどから作られた様々なパーツを演者の身体に貼り付けることで行われます。他に、メイク用のパテを直接顔などに盛り付けて成形する『ビルドアップメイク』などがあります。
469,686,武田鈴奈さんの女優歴を教えてください。,武田鈴奈は福島県いわき市で１９９７年７月２７日に生まれました。TRUSTARに所属し、２０１５年３月２１日に実写版映画『暗殺教室』で女優デビューしました。２０１５年１０月からは『監獄学園-プリズンスクール-』の栗原千代役で、地上波の連続テレビドラマに初めてレギュラー出演します。他にも、2015年3月に「神獄のヴァルハラゲート」、9月に「秋マン!!2015」などのCMにも出演しています。また、舞台では2018年4月28日に朗読劇「私の頭の中の消しゴム 10th letter」に出演しました。
